Case ID,Complete Timestamp,Activity,Case ID_2,Complete Timestamp_2,Activity_2,Connection
Case 4060,2012-07-16 10:12:30,Take in charge ticket,Case 4060,2012-07-17 14:05:41,Wait,Take in charge ticket --> Wait
Case 4060,2012-07-17 14:05:41,Wait,Case 4060,2012-08-27 10:53:58,Resolve ticket,Wait --> Resolve ticket
Case 4060,2012-08-27 10:53:58,Resolve ticket,Case 4060,2012-09-11 10:54:13,Closed,Resolve ticket --> Closed
Case 4061,2012-07-18 12:02:20,Assign seriousness,Case 4061,2012-07-18 12:02:34,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4061,2012-07-18 12:02:34,Take in charge ticket,Case 4061,2012-07-23 08:07:11,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4061,2012-07-23 08:07:11,Resolve ticket,Case 4061,2012-09-01 08:14:21,Closed,Resolve ticket --> Closed
Case 4062,2010-07-23 08:59:35,Assign seriousness,Case 4062,2010-07-29 13:47:13,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4062,2010-07-29 13:47:13,Take in charge ticket,Case 4062,2010-07-30 09:31:26,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4062,2010-07-30 09:31:26,Resolve ticket,Case 4062,2010-08-25 09:00:27,Closed,Resolve ticket --> Closed
Case 4063,2011-05-02 07:38:49,Assign seriousness,Case 4063,2011-05-02 07:39:18,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4063,2011-05-02 07:39:18,Take in charge ticket,Case 4063,2011-05-02 10:16:41,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4063,2011-05-02 10:16:41,Resolve ticket,Case 4063,2011-06-19 07:41:00,Closed,Resolve ticket --> Closed
Case 4064,2012-05-31 15:32:58,Assign seriousness,Case 4064,2012-06-01 07:11:30,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4064,2012-06-01 07:11:30,Take in charge ticket,Case 4064,2012-06-18 13:39:30,Wait,Take in charge ticket --> Wait
Case 4064,2012-06-18 13:39:30,Wait,Case 4064,2012-07-12 08:51:34,Resolve ticket,Wait --> Resolve ticket
Case 4064,2012-07-12 08:51:34,Resolve ticket,Case 4064,2012-07-27 08:51:47,Closed,Resolve ticket --> Closed
Case 4065,2010-07-19 13:52:32,Assign seriousness,Case 4065,2010-07-19 15:28:15,Assign seriousness,Assign seriousness --> Assign seriousness
Case 4065,2010-07-19 15:28:15,Assign seriousness,Case 4065,2010-07-19 15:28:26,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4065,2010-07-19 15:28:26,Take in charge ticket,Case 4065,2010-07-22 15:59:39,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4065,2010-07-22 15:59:39,Resolve ticket,Case 4065,2010-08-19 14:00:17,Closed,Resolve ticket --> Closed
Case 4066,2010-06-16 08:28:25,Assign seriousness,Case 4066,2010-06-21 10:35:45,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4066,2010-06-21 10:35:45,Take in charge ticket,Case 4066,2010-06-21 15:55:21,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4066,2010-06-21 15:55:21,Resolve ticket,Case 4066,2010-08-01 08:30:22,Closed,Resolve ticket --> Closed
Case 4067,2013-01-18 16:43:05,Assign seriousness,Case 4067,2013-02-04 08:10:08,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4067,2013-02-04 08:10:08,Take in charge ticket,Case 4067,2013-02-04 10:44:08,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4067,2013-02-04 10:44:08,Resolve ticket,Case 4067,2013-02-19 10:44:26,Closed,Resolve ticket --> Closed
Case 4068,2012-09-04 13:52:49,Assign seriousness,Case 4068,2012-09-12 14:44:26,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4068,2012-09-12 14:44:26,Take in charge ticket,Case 4068,2012-10-02 08:08:41,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4068,2012-10-02 08:08:41,Resolve ticket,Case 4068,2012-10-17 08:08:57,Closed,Resolve ticket --> Closed
Case 4069,2013-01-30 17:08:19,Assign seriousness,Case 4069,2013-02-07 14:42:38,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4069,2013-02-07 14:42:38,Take in charge ticket,Case 4069,2013-02-15 09:30:00,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4069,2013-02-15 09:30:00,Resolve ticket,Case 4069,2013-03-02 09:30:14,Closed,Resolve ticket --> Closed
Case 407,2013-10-17 09:36:46,Assign seriousness,Case 407,2013-10-21 07:24:04,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 407,2013-10-21 07:24:04,Take in charge ticket,Case 407,2013-10-28 13:33:38,Wait,Take in charge ticket --> Wait
Case 407,2013-10-28 13:33:38,Wait,Case 407,2013-11-05 16:13:13,Resolve ticket,Wait --> Resolve ticket
Case 407,2013-11-05 16:13:13,Resolve ticket,Case 407,2013-11-20 16:13:25,Closed,Resolve ticket --> Closed
Case 4070,2011-02-10 16:18:25,Assign seriousness,Case 4070,2011-02-14 10:57:01,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4070,2011-02-14 10:57:01,Take in charge ticket,Case 4070,2011-02-14 10:58:59,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4070,2011-02-14 10:58:59,Resolve ticket,Case 4070,2011-04-10 15:18:53,Closed,Resolve ticket --> Closed
Case 4071,2012-01-13 09:44:29,Assign seriousness,Case 4071,2012-01-16 15:54:12,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4071,2012-01-16 15:54:12,Take in charge ticket,Case 4071,2012-01-23 15:00:36,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4071,2012-01-23 15:00:36,Resolve ticket,Case 4071,2012-03-01 09:50:31,Closed,Resolve ticket --> Closed
Case 4072,2010-09-28 08:56:53,Assign seriousness,Case 4072,2010-09-28 09:24:55,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4072,2010-09-28 09:24:55,Take in charge ticket,Case 4072,2010-09-28 09:26:27,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4072,2010-09-28 09:26:27,Resolve ticket,Case 4072,2010-11-11 10:00:43,Closed,Resolve ticket --> Closed
Case 4073,2013-02-12 08:15:59,Assign seriousness,Case 4073,2013-02-26 08:42:42,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4073,2013-02-26 08:42:42,Take in charge ticket,Case 4073,2013-02-26 09:24:38,Wait,Take in charge ticket --> Wait
Case 4073,2013-02-26 09:24:38,Wait,Case 4073,2013-02-28 08:43:15,Resolve ticket,Wait --> Resolve ticket
Case 4073,2013-02-28 08:43:15,Resolve ticket,Case 4073,2013-03-15 08:43:32,Closed,Resolve ticket --> Closed
Case 4074,2013-11-22 13:34:54,Assign seriousness,Case 4074,2013-11-26 17:00:40,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4074,2013-11-26 17:00:40,Take in charge ticket,Case 4074,2013-12-05 16:12:58,Wait,Take in charge ticket --> Wait
Case 4074,2013-12-05 16:12:58,Wait,Case 4074,2013-12-11 08:36:52,Resolve ticket,Wait --> Resolve ticket
Case 4074,2013-12-11 08:36:52,Resolve ticket,Case 4074,2013-12-26 08:37:07,Closed,Resolve ticket --> Closed
Case 4075,2010-07-27 09:41:44,Insert ticket,Case 4075,2010-07-27 15:45:42,Assign seriousness,Insert ticket --> Assign seriousness
Case 4075,2010-07-27 15:45:42,Assign seriousness,Case 4075,2010-08-02 09:17:37,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4075,2010-08-02 09:17:37,Take in charge ticket,Case 4075,2010-08-02 09:18:34,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4075,2010-08-02 09:18:34,Resolve ticket,Case 4075,2010-09-11 09:50:29,Closed,Resolve ticket --> Closed
Case 4076,2012-06-28 08:55:14,Assign seriousness,Case 4076,2012-06-28 10:56:53,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4076,2012-06-28 10:56:53,Take in charge ticket,Case 4076,2012-06-28 12:57:37,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4076,2012-06-28 12:57:37,Resolve ticket,Case 4076,2012-08-04 09:00:27,Closed,Resolve ticket --> Closed
Case 4077,2010-03-15 10:35:48,Insert ticket,Case 4077,2010-03-15 10:35:57,Assign seriousness,Insert ticket --> Assign seriousness
Case 4077,2010-03-15 10:35:57,Assign seriousness,Case 4077,2010-03-15 10:36:06,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4077,2010-03-15 10:36:06,Take in charge ticket,Case 4077,2010-03-15 11:12:05,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4077,2010-03-15 11:12:05,Resolve ticket,Case 4077,2010-04-21 09:40:40,Closed,Resolve ticket --> Closed
Case 4078,2010-03-16 08:09:09,Assign seriousness,Case 4078,2010-03-16 14:26:25,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4078,2010-03-16 14:26:25,Take in charge ticket,Case 4078,2010-03-16 14:28:38,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4078,2010-03-16 14:28:38,Resolve ticket,Case 4078,2010-04-29 07:10:44,Closed,Resolve ticket --> Closed
Case 4079,2010-07-12 12:42:45,Assign seriousness,Case 4079,2010-07-12 12:43:53,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4079,2010-07-12 12:43:53,Take in charge ticket,Case 4079,2010-07-12 12:53:43,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4079,2010-07-12 12:53:43,Resolve ticket,Case 4079,2010-08-25 12:50:27,Closed,Resolve ticket --> Closed
Case 408,2013-01-24 13:49:47,Assign seriousness,Case 408,2013-01-28 14:10:24,Assign seriousness,Assign seriousness --> Assign seriousness
Case 408,2013-01-28 14:10:24,Assign seriousness,Case 408,2013-01-30 11:19:15,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 408,2013-01-30 11:19:15,Take in charge ticket,Case 408,2013-01-30 11:27:48,Wait,Take in charge ticket --> Wait
Case 408,2013-01-30 11:27:48,Wait,Case 408,2013-02-25 15:46:08,Resolve ticket,Wait --> Resolve ticket
Case 408,2013-02-25 15:46:08,Resolve ticket,Case 408,2013-03-12 15:46:27,Closed,Resolve ticket --> Closed
Case 4080,2011-10-14 07:50:40,Assign seriousness,Case 4080,2011-10-14 09:54:41,Resolve ticket,Assign seriousness --> Resolve ticket
Case 4080,2011-10-14 09:54:41,Resolve ticket,Case 4080,2011-10-14 09:54:41,Resolve ticket,Resolve ticket --> Resolve ticket
Case 4080,2011-10-14 09:54:41,Resolve ticket,Case 4080,2011-11-20 09:00:19,Closed,Resolve ticket --> Closed
Case 4081,2011-06-28 09:06:59,Assign seriousness,Case 4081,2011-06-28 09:07:16,Assign seriousness,Assign seriousness --> Assign seriousness
Case 4081,2011-06-28 09:07:16,Assign seriousness,Case 4081,2011-06-29 07:32:20,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4081,2011-06-29 07:32:20,Take in charge ticket,Case 4081,2011-06-29 07:49:44,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4081,2011-06-29 07:49:44,Resolve ticket,Case 4081,2011-07-29 09:10:48,Closed,Resolve ticket --> Closed
Case 4082,2012-09-11 15:56:14,Assign seriousness,Case 4082,2012-09-12 13:48:45,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4082,2012-09-12 13:48:45,Take in charge ticket,Case 4082,2012-09-19 14:17:02,Require upgrade,Take in charge ticket --> Require upgrade
Case 4082,2012-09-19 14:17:02,Require upgrade,Case 4082,2012-10-12 10:15:01,Resolve ticket,Require upgrade --> Resolve ticket
Case 4082,2012-10-12 10:15:01,Resolve ticket,Case 4082,2012-10-27 10:15:12,Closed,Resolve ticket --> Closed
Case 4083,2011-11-18 14:49:38,Assign seriousness,Case 4083,2011-11-18 14:53:18,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4083,2011-11-18 14:53:18,Take in charge ticket,Case 4083,2011-11-21 08:06:41,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4083,2011-11-21 08:06:41,Resolve ticket,Case 4083,2012-01-05 14:51:41,Closed,Resolve ticket --> Closed
Case 4084,2013-06-28 12:39:50,Assign seriousness,Case 4084,2013-07-04 10:25:50,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4084,2013-07-04 10:25:50,Take in charge ticket,Case 4084,2013-07-16 07:46:55,Wait,Take in charge ticket --> Wait
Case 4084,2013-07-16 07:46:55,Wait,Case 4084,2013-07-25 09:04:23,Resolve ticket,Wait --> Resolve ticket
Case 4084,2013-07-25 09:04:23,Resolve ticket,Case 4084,2013-08-09 09:04:39,Closed,Resolve ticket --> Closed
Case 4085,2011-09-21 10:01:14,Assign seriousness,Case 4085,2011-09-21 14:26:12,Assign seriousness,Assign seriousness --> Assign seriousness
Case 4085,2011-09-21 14:26:12,Assign seriousness,Case 4085,2011-09-21 14:28:13,Resolve ticket,Assign seriousness --> Resolve ticket
Case 4085,2011-09-21 14:28:13,Resolve ticket,Case 4085,2011-10-22 10:10:43,Closed,Resolve ticket --> Closed
Case 4086,2012-05-04 15:34:41,Assign seriousness,Case 4086,2012-05-07 13:53:02,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4086,2012-05-07 13:53:02,Take in charge ticket,Case 4086,2012-05-07 13:57:44,Wait,Take in charge ticket --> Wait
Case 4086,2012-05-07 13:57:44,Wait,Case 4086,2012-05-07 15:12:58,Resolve ticket,Wait --> Resolve ticket
Case 4086,2012-05-07 15:12:58,Resolve ticket,Case 4086,2012-06-07 08:00:23,Closed,Resolve ticket --> Closed
Case 4087,2012-01-12 12:00:49,Assign seriousness,Case 4087,2012-01-13 08:34:29,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4087,2012-01-13 08:34:29,Take in charge ticket,Case 4087,2012-02-03 11:51:14,Wait,Take in charge ticket --> Wait
Case 4087,2012-02-03 11:51:14,Wait,Case 4087,2012-02-09 12:02:21,Resolve ticket,Wait --> Resolve ticket
Case 4087,2012-02-09 12:02:21,Resolve ticket,Case 4087,2012-02-24 12:02:44,Closed,Resolve ticket --> Closed
Case 4088,2010-09-20 08:30:07,Assign seriousness,Case 4088,2010-09-20 15:28:15,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4088,2010-09-20 15:28:15,Take in charge ticket,Case 4088,2010-09-20 15:28:52,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4088,2010-09-20 15:28:52,Resolve ticket,Case 4088,2010-11-03 09:40:29,Closed,Resolve ticket --> Closed
Case 4089,2011-08-02 13:07:34,Assign seriousness,Case 4089,2011-08-05 12:44:00,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4089,2011-08-05 12:44:00,Take in charge ticket,Case 4089,2011-08-05 15:07:55,Wait,Take in charge ticket --> Wait
Case 4089,2011-08-05 15:07:55,Wait,Case 4089,2011-08-25 13:25:36,Resolve ticket,Wait --> Resolve ticket
Case 4089,2011-08-25 13:25:36,Resolve ticket,Case 4089,2011-09-09 13:25:52,Closed,Resolve ticket --> Closed
Case 409,2011-08-29 14:04:10,Assign seriousness,Case 409,2011-08-30 08:33:47,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 409,2011-08-30 08:33:47,Take in charge ticket,Case 409,2011-08-30 08:59:38,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 409,2011-08-30 08:59:38,Resolve ticket,Case 409,2011-10-27 14:12:09,Closed,Resolve ticket --> Closed
Case 4090,2012-07-23 11:04:02,Assign seriousness,Case 4090,2012-07-23 12:09:09,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4090,2012-07-23 12:09:09,Take in charge ticket,Case 4090,2012-07-31 08:58:40,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4090,2012-07-31 08:58:40,Resolve ticket,Case 4090,2012-09-05 11:00:42,Closed,Resolve ticket --> Closed
Case 4091,2011-07-04 14:17:49,Assign seriousness,Case 4091,2011-07-05 07:25:50,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4091,2011-07-05 07:25:50,Take in charge ticket,Case 4091,2011-07-05 07:32:20,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4091,2011-07-05 07:32:20,Resolve ticket,Case 4091,2011-08-04 14:20:32,Closed,Resolve ticket --> Closed
Case 4092,2010-10-08 08:07:26,Assign seriousness,Case 4092,2010-10-08 09:22:45,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4092,2010-10-08 09:22:45,Take in charge ticket,Case 4092,2010-10-08 09:31:44,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4092,2010-10-08 09:31:44,Resolve ticket,Case 4092,2010-11-21 09:11:12,Closed,Resolve ticket --> Closed
Case 4093,2012-02-09 16:19:34,Assign seriousness,Case 4093,2012-02-10 09:51:02,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4093,2012-02-10 09:51:02,Take in charge ticket,Case 4093,2012-02-10 14:33:04,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4093,2012-02-10 14:33:04,Resolve ticket,Case 4093,2012-03-24 16:20:30,Closed,Resolve ticket --> Closed
Case 4094,2011-02-10 16:14:57,Assign seriousness,Case 4094,2011-02-14 11:03:41,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4094,2011-02-14 11:03:41,Take in charge ticket,Case 4094,2011-03-02 13:25:05,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4094,2011-03-02 13:25:05,Resolve ticket,Case 4094,2011-04-01 12:25:23,Closed,Resolve ticket --> Closed
Case 4095,2010-12-20 08:53:54,Assign seriousness,Case 4095,2010-12-20 12:01:25,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4095,2010-12-20 12:01:25,Take in charge ticket,Case 4095,2010-12-20 14:26:29,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4095,2010-12-20 14:26:29,Resolve ticket,Case 4095,2011-01-26 09:00:31,Closed,Resolve ticket --> Closed
Case 4096,2012-07-25 12:23:22,Assign seriousness,Case 4096,2012-07-25 12:44:54,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4096,2012-07-25 12:44:54,Take in charge ticket,Case 4096,2012-07-27 13:59:34,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4096,2012-07-27 13:59:34,Resolve ticket,Case 4096,2012-09-01 12:30:16,Closed,Resolve ticket --> Closed
Case 4097,2011-12-13 08:02:11,Assign seriousness,Case 4097,2011-12-13 08:02:58,Resolve ticket,Assign seriousness --> Resolve ticket
Case 4097,2011-12-13 08:02:58,Resolve ticket,Case 4097,2012-01-13 08:10:52,Closed,Resolve ticket --> Closed
Case 4098,2010-05-10 13:50:22,Assign seriousness,Case 4098,2010-05-12 12:16:49,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4098,2010-05-12 12:16:49,Take in charge ticket,Case 4098,2010-05-26 13:32:33,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4098,2010-05-26 13:32:33,Resolve ticket,Case 4098,2010-06-10 14:00:39,Closed,Resolve ticket --> Closed
Case 4099,2010-12-01 15:56:02,Assign seriousness,Case 4099,2010-12-07 15:02:54,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4099,2010-12-07 15:02:54,Take in charge ticket,Case 4099,2010-12-07 15:03:03,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4099,2010-12-07 15:03:03,Resolve ticket,Case 4099,2011-01-08 16:00:49,Closed,Resolve ticket --> Closed
Case 41,2010-12-14 10:44:26,Assign seriousness,Case 41,2010-12-14 10:44:57,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 41,2010-12-14 10:44:57,Take in charge ticket,Case 41,2010-12-14 10:45:12,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 41,2010-12-14 10:45:12,Resolve ticket,Case 41,2011-01-27 10:50:31,Closed,Resolve ticket --> Closed
Case 410,2010-11-15 16:40:29,Assign seriousness,Case 410,2010-11-23 14:07:33,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 410,2010-11-23 14:07:33,Take in charge ticket,Case 410,2010-11-23 14:08:12,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 410,2010-11-23 14:08:12,Resolve ticket,Case 410,2010-12-29 16:50:33,Closed,Resolve ticket --> Closed
Case 4100,2011-02-25 09:08:23,Assign seriousness,Case 4100,2011-02-28 10:26:41,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4100,2011-02-28 10:26:41,Take in charge ticket,Case 4100,2011-02-28 10:27:24,Wait,Take in charge ticket --> Wait
Case 4100,2011-02-28 10:27:24,Wait,Case 4100,2011-03-02 17:25:05,Take in charge ticket,Wait --> Take in charge ticket
Case 4100,2011-03-02 17:25:05,Take in charge ticket,Case 4100,2011-03-02 17:25:19,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4100,2011-03-02 17:25:19,Resolve ticket,Case 4100,2011-04-01 16:25:43,Closed,Resolve ticket --> Closed
Case 4101,2010-06-24 12:54:57,Assign seriousness,Case 4101,2010-06-24 13:21:25,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4101,2010-06-24 13:21:25,Take in charge ticket,Case 4101,2010-06-24 13:21:39,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4101,2010-06-24 13:21:39,Resolve ticket,Case 4101,2010-06-25 14:13:49,Take in charge ticket,Resolve ticket --> Take in charge ticket
Case 4101,2010-06-25 14:13:49,Take in charge ticket,Case 4101,2010-06-25 14:54:04,Wait,Take in charge ticket --> Wait
Case 4101,2010-06-25 14:54:04,Wait,Case 4101,2010-06-30 13:53:55,Take in charge ticket,Wait --> Take in charge ticket
Case 4101,2010-06-30 13:53:55,Take in charge ticket,Case 4101,2010-06-30 13:55:26,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4101,2010-06-30 13:55:26,Resolve ticket,Case 4101,2010-08-07 13:00:37,Closed,Resolve ticket --> Closed
Case 4103,2011-08-24 14:30:52,Assign seriousness,Case 4103,2011-08-25 09:59:23,Resolve ticket,Assign seriousness --> Resolve ticket
Case 4103,2011-08-25 09:59:23,Resolve ticket,Case 4103,2011-09-24 14:40:26,Closed,Resolve ticket --> Closed
Case 4104,2011-11-17 16:57:00,Assign seriousness,Case 4104,2011-11-18 09:16:37,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4104,2011-11-18 09:16:37,Take in charge ticket,Case 4104,2011-11-22 15:56:41,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4104,2011-11-22 15:56:41,Resolve ticket,Case 4104,2011-12-31 17:00:32,Closed,Resolve ticket --> Closed
Case 4105,2010-04-21 15:28:50,Assign seriousness,Case 4105,2010-05-12 13:26:15,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4105,2010-05-12 13:26:15,Take in charge ticket,Case 4105,2010-05-12 14:12:21,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4105,2010-05-12 14:12:21,Resolve ticket,Case 4105,2010-05-27 14:12:33,Closed,Resolve ticket --> Closed
Case 4106,2012-07-30 14:08:31,Assign seriousness,Case 4106,2012-07-30 14:09:09,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4106,2012-07-30 14:09:09,Take in charge ticket,Case 4106,2012-07-31 07:31:58,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4106,2012-07-31 07:31:58,Resolve ticket,Case 4106,2012-09-14 14:10:38,Closed,Resolve ticket --> Closed
Case 4107,2013-02-01 13:33:25,Assign seriousness,Case 4107,2013-02-11 08:50:34,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4107,2013-02-11 08:50:34,Take in charge ticket,Case 4107,2013-02-11 09:33:30,Wait,Take in charge ticket --> Wait
Case 4107,2013-02-11 09:33:30,Wait,Case 4107,2013-02-11 09:56:54,Wait,Wait --> Wait
Case 4107,2013-02-11 09:56:54,Wait,Case 4107,2013-02-26 10:52:51,Resolve ticket,Wait --> Resolve ticket
Case 4107,2013-02-26 10:52:51,Resolve ticket,Case 4107,2013-03-13 10:53:08,Closed,Resolve ticket --> Closed
Case 4108,2010-03-09 08:06:03,Assign seriousness,Case 4108,2010-03-09 08:06:12,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4108,2010-03-09 08:06:12,Take in charge ticket,Case 4108,2010-03-09 17:18:06,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4108,2010-03-09 17:18:06,Resolve ticket,Case 4108,2010-04-09 07:10:41,Closed,Resolve ticket --> Closed
Case 4109,2011-04-13 16:00:26,Assign seriousness,Case 4109,2011-04-13 16:00:51,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4109,2011-04-13 16:00:51,Take in charge ticket,Case 4109,2011-04-14 15:45:49,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4109,2011-04-14 15:45:49,Resolve ticket,Case 4109,2011-05-21 16:00:39,Closed,Resolve ticket --> Closed
Case 411,2010-11-26 17:02:49,Assign seriousness,Case 411,2010-12-07 14:00:09,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 411,2010-12-07 14:00:09,Take in charge ticket,Case 411,2010-12-10 13:25:46,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 411,2010-12-10 13:25:46,Resolve ticket,Case 411,2011-01-12 17:01:50,Closed,Resolve ticket --> Closed
Case 4110,2011-12-28 14:40:31,Assign seriousness,Case 4110,2011-12-28 16:26:02,Resolve ticket,Assign seriousness --> Resolve ticket
Case 4110,2011-12-28 16:26:02,Resolve ticket,Case 4110,2012-01-28 14:50:43,Closed,Resolve ticket --> Closed
Case 4111,2012-03-14 11:09:46,Assign seriousness,Case 4111,2012-03-14 11:16:13,Resolve ticket,Assign seriousness --> Resolve ticket
Case 4111,2012-03-14 11:16:13,Resolve ticket,Case 4111,2012-04-20 10:10:45,Closed,Resolve ticket --> Closed
Case 4113,2011-02-04 15:31:18,Assign seriousness,Case 4113,2011-02-18 11:48:30,Assign seriousness,Assign seriousness --> Assign seriousness
Case 4113,2011-02-18 11:48:30,Assign seriousness,Case 4113,2011-02-18 11:48:37,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4113,2011-02-18 11:48:37,Take in charge ticket,Case 4113,2011-02-21 15:05:36,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4113,2011-02-21 15:05:36,Resolve ticket,Case 4113,2011-03-08 15:05:55,Closed,Resolve ticket --> Closed
Case 4114,2011-10-26 12:54:27,Assign seriousness,Case 4114,2011-10-26 12:54:39,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4114,2011-10-26 12:54:39,Take in charge ticket,Case 4114,2011-11-07 10:36:31,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4114,2011-11-07 10:36:31,Resolve ticket,Case 4114,2011-11-21 08:42:41,Resolve ticket,Resolve ticket --> Resolve ticket
Case 4114,2011-11-21 08:42:41,Resolve ticket,Case 4114,2011-12-06 08:42:47,Closed,Resolve ticket --> Closed
Case 4115,2012-06-21 13:29:54,Assign seriousness,Case 4115,2012-06-21 13:30:05,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4115,2012-06-21 13:30:05,Take in charge ticket,Case 4115,2012-06-26 13:38:18,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4115,2012-06-26 13:38:18,Resolve ticket,Case 4115,2012-07-24 13:30:26,Closed,Resolve ticket --> Closed
Case 4116,2012-01-02 15:39:13,Assign seriousness,Case 4116,2012-01-05 10:34:21,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 4116,2012-01-05 10:34:21,Take in charge ticket,Case 4116,2012-01-18 16:14:50,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 4116,2012-01-18 16:14:50,Resolve ticket,Case 4116,2012-02-02 16:15:07,Closed,Resolve ticket --> Closed
