Case ID,Assign seriousness,Closed,Create SW anomaly,DUPLICATE,INVALID,Insert ticket,RESOLVED,Require upgrade,Resolve SW anomaly,Resolve ticket,Schedule intervention,Take in charge ticket,VERIFIED,Wait
Case 4432,2011-03-29 09:07:26,2011-04-29 09:10:30,,,,,,,,2011-03-29 09:11:51,,2011-03-29 09:10:05,,
Case 4434,2011-03-03 15:43:57,2011-04-08 08:19:10,,,,,,,,2011-03-15 13:25:48,,2011-03-03 15:45:10,,2011-03-10 14:35:18
Case 4435,2011-05-18 08:45:27,2011-07-16 08:50:42,,,,,,,,2011-05-18 16:06:48,,2011-05-18 08:45:53,,
Case 4436,2011-09-23 07:06:00,2011-11-10 08:10:26,,,,,,,,2011-09-29 08:42:06,,2011-09-26 13:38:29,,
Case 4437,2011-10-17 08:53:02,2011-11-30 10:02:33,,,,,,,,2011-10-17 09:01:11,,2011-10-17 08:53:26,,
Case 4438,2011-07-14 12:22:44,2011-08-16 12:30:19,,,,,,,,2011-07-14 14:18:17,,2011-07-14 14:06:11,,
Case 4439,2011-01-18 14:23:46,2011-02-18 14:30:27,,,,,,,,2011-01-18 14:46:57,,2011-01-18 14:36:54,,
Case 444,2012-07-19 10:45:18,2012-09-09 10:50:32,,,,,,,,2012-07-25 12:52:04,,2012-07-23 14:27:42,,
Case 4440,2010-07-08 08:09:12,2010-08-13 09:46:28,,,,,,,,2010-07-29 09:46:20,,2010-07-29 09:44:27,,
Case 4441,2011-02-09 09:35:37,2011-04-03 07:18:10,,,,,,,,2011-02-18 14:55:32,,2011-02-18 14:38:36,,
Case 4442,2010-10-13 16:01:54,2010-11-18 12:00:32,,,,,,,,2010-10-20 15:04:57,,2010-10-15 07:41:58,,2010-10-15 10:25:42
Case 4443,2011-07-13 09:58:55,2011-08-26 10:00:37,,,,,,,,2011-07-14 09:03:17,,2011-07-14 09:03:02,,
Case 4444,2012-07-24 15:05:30,2012-09-02 07:49:48,,,,,,,,2012-08-03 07:49:29,,2012-07-31 15:22:15,,
Case 4445,2011-10-04 09:16:43,2011-11-17 10:21:14,,,,,,,,2011-10-04 12:50:41,,2011-10-04 12:41:01,,
Case 4446,2012-05-17 07:35:33,2012-06-19 07:40:59,,,,,,,,2012-05-18 09:33:27,,2012-05-17 07:36:25,,
Case 4447,2011-09-05 14:43:09,2011-10-13 12:57:24,,,,,,,,2011-09-23 11:05:04,,2011-09-09 12:28:49,,
Case 4448,2012-01-09 09:55:51,2012-02-15 09:34:44,,,,,,,,2012-01-31 09:34:24,,2012-01-16 08:38:28,,
Case 4449,2011-12-19 10:00:55,2012-02-03 10:10:42,,,,,,,,2011-12-20 13:51:22,,2011-12-19 10:01:06,,
Case 445,2011-05-16 09:25:43,2011-07-01 09:30:33,,,,,,,,2011-05-16 13:04:16,,2011-05-16 09:26:52,,
Case 4450,2011-06-27 09:45:32,2011-08-12 09:50:54,,,,,,,,2011-06-29 15:33:37,,2011-06-29 15:26:53,,
Case 4451,2010-10-04 08:31:15,2010-11-04 09:40:25,,,,,,,,2010-10-05 15:09:00,,2010-10-05 15:08:21,,
Case 4452,2012-03-14 11:32:41,2012-04-14 10:40:27,,,,,,,,2012-03-14 13:40:38,,2012-03-14 11:32:51,,
Case 4453,2011-04-26 09:08:03,2011-06-10 15:21:19,,,,,,,,2011-04-26 15:20:46,,2011-04-26 09:13:06,,2011-04-26 09:18:33
Case 4454,2011-02-14 11:20:15,2011-04-02 14:15:17,,,,,,,,2011-03-16 15:12:16,,2011-02-14 11:20:58,,2011-02-28 08:23:49
Case 4455,2012-05-09 14:13:40,2012-06-09 14:20:24,,,,,,,,2012-05-09 14:37:29,,2012-05-09 14:13:49,,
Case 4456,2012-10-04 07:18:43,2012-11-24 13:45:35,,,,,,,,2012-11-09 13:45:19,,2012-10-04 07:19:53,,2012-11-07 14:46:33
Case 4457,2012-03-20 11:43:52,2012-04-20 10:50:33,,,,,,,,2012-03-20 11:46:22,,2012-03-20 11:44:09,,
Case 4458,2011-06-07 14:25:54,2011-07-08 14:30:31,,,,,,,,2011-06-13 16:15:26,,2011-06-07 14:26:14,,
Case 4459,2012-02-10 10:01:32,2012-03-23 17:00:31,,,,,,,,2012-02-15 16:43:38,,2012-02-10 14:19:12,,2012-02-13 09:57:14
Case 446,2013-04-11 11:06:13,2013-05-15 15:01:37,,,,,,,,2013-04-30 15:01:23,,2013-04-29 07:58:49,,2013-04-29 08:29:49
Case 4460,2012-05-18 07:20:21,2012-06-20 07:30:19,,,,,,,,2012-05-18 08:27:51,,2012-05-18 07:32:34,,
Case 4461,2012-07-27 14:50:44,2012-09-13 15:00:47,,,,,,,,2012-08-06 08:58:07,,2012-07-31 14:36:19,,
Case 4462,2010-10-19 12:48:46,2010-11-20 13:51:55,,,,,,,,2010-10-20 07:52:31,,2010-10-19 13:10:38,,
Case 4464,2011-07-14 12:44:49,2011-08-27 12:51:05,,,,,,,,2011-07-15 10:57:53,,2011-07-15 10:56:30,,
Case 4465,2013-08-19 09:06:42,2013-09-25 10:00:36,,,,,,,,2013-09-10 10:00:17,,2013-09-04 15:26:15,,2013-09-05 09:43:56
Case 4466,2012-05-11 07:50:25,2012-06-20 07:10:19,,,,,,,,2012-05-22 07:08:08,,,,2012-05-11 12:14:20
Case 4467,2011-06-27 15:22:36,2011-08-03 16:11:46,,,,,,,,2011-07-19 16:11:29,,2011-07-13 09:41:54,,2011-07-13 09:42:05
Case 4468,2012-05-03 12:46:00,2012-06-05 12:50:30,,,,,,,,2012-05-03 13:09:05,,,,
Case 4469,2012-08-01 07:06:00,2012-09-08 07:10:42,,,,,,,,2012-08-01 07:35:37,,2012-08-01 07:06:14,,
Case 447,2013-03-13 17:27:23,2013-04-13 09:28:47,,,,,,,,2013-03-29 10:28:24,,,,
Case 4470,2010-11-29 08:58:09,2010-12-31 09:00:25,,,,,,,,2010-11-29 13:51:46,,2010-11-29 09:58:26,,
Case 4471,2011-09-27 14:30:09,2011-11-10 15:40:36,,,,,,,,2011-09-29 15:06:25,,2011-09-29 14:44:34,,
Case 4472,2011-11-08 15:49:42,2011-12-18 11:40:11,,,,,,,,2011-11-15 14:22:10,,2011-11-10 13:39:53,,
Case 4473,2010-12-20 08:50:49,2011-01-26 09:00:31,,,,,,,,2010-12-20 12:03:42,,2010-12-20 12:02:22,,
Case 4474,2011-07-19 09:12:51,2011-09-03 09:20:39,,,,,,,,2011-07-19 12:18:53,,2011-07-19 09:13:14,,
Case 4475,2012-07-16 13:45:42,2012-09-06 12:23:38,,,,,,,,2012-08-22 12:23:20,,2012-07-16 13:45:50,,
Case 4476,2011-09-29 09:43:28,2011-11-16 10:51:25,,,,,,,,2011-09-29 13:05:04,,2011-09-29 10:00:34,,
Case 4477,2010-06-23 14:35:52,2010-08-08 14:40:28,,,,,,,,2010-06-28 13:25:55,,2010-06-23 15:07:38,,
Case 4478,2012-10-05 07:54:09,2012-11-20 09:33:18,,,,,,,,2012-11-05 09:33:00,,2012-10-05 07:54:39,,2012-10-08 10:02:14
Case 4479,2011-08-31 12:23:56,2011-10-01 12:31:05,,,,,,,,2011-08-31 12:24:57,,,,
Case 448,2012-06-12 15:20:01,2012-07-18 15:20:37,,,,,,,,2012-06-29 13:27:09,,2012-06-13 10:35:07,,2012-06-26 13:36:43
Case 4480,2010-12-06 14:36:06,2011-01-27 15:05:15,,,,,,,,2011-01-12 15:04:59,,2010-12-17 10:46:27,,
Case 4481,2011-09-02 13:35:01,2011-10-08 12:50:51,,,,,,,,2011-09-21 09:41:53,,2011-09-07 16:39:55,,2011-09-08 15:11:02
Case 4482,2010-08-02 08:25:40,2010-09-19 08:30:59,,,,,,,,2010-08-02 08:50:14,,2010-08-02 08:26:17,,2010-08-02 08:26:40
Case 4483,2011-06-09 14:53:06,2011-07-27 15:00:57,,,,,,,,2011-06-09 15:29:33,,2011-06-09 14:53:18,,
Case 4484,2011-11-28 14:07:27,2012-01-12 15:37:53,,,,,,,,2011-12-28 15:37:26,,2011-11-29 07:58:51,,
Case 4485,2012-12-28 16:19:35,2013-02-08 14:25:59,,,,,,,,2013-01-24 14:25:44,,2013-01-24 12:47:45,,2013-01-24 14:16:03
Case 4486,2010-11-10 16:56:35,2010-12-26 17:00:38,,,,,,,,2010-11-15 09:21:43,,2010-11-15 09:21:25,,
Case 4487,2012-10-08 08:36:14,2012-11-08 07:58:59,,,,,,,,2012-10-24 06:58:44,,2012-10-22 08:38:30,,
Case 4488,2010-12-13 11:24:06,2011-01-26 11:30:25,,,,,,,,2010-12-21 13:44:29,,2010-12-20 16:16:32,,
Case 4489,2011-01-05 16:52:01,2011-02-18 17:00:37,,,,,,,,2011-01-05 16:54:54,,2011-01-05 16:53:04,,
Case 449,2011-03-09 11:49:32,2011-04-27 12:20:36,,,,,,,,2011-03-10 13:21:03,,2011-03-09 11:49:53,,2011-03-09 11:53:22
Case 4490,2011-04-28 11:36:40,2011-06-09 16:02:44,,,,,,,,2011-05-09 13:22:14,,2011-04-28 15:52:37,,2011-05-02 08:30:19
Case 4491,2012-03-27 13:06:26,2012-04-27 13:10:22,,,,,,,,2012-04-03 15:05:03,,2012-03-28 09:55:47,,
Case 4492,2011-12-01 16:47:08,2012-01-05 16:50:11,,,,,,,,2011-12-14 15:52:02,,2011-12-02 16:29:46,,2011-12-12 15:52:41
Case 4493,2012-06-21 15:51:10,2012-07-29 16:00:43,,,,,,,,2012-06-21 15:52:05,,,,
Case 4494,2011-09-22 09:15:12,2011-11-20 10:20:35,,,,,,,,2011-09-26 09:14:14,,2011-09-26 07:29:21,,
Case 4495,2011-07-07 07:28:31,2011-08-09 07:30:23,,,,,,,,2011-07-07 09:10:50,,,,
Case 4496,2010-03-31 09:18:40,2010-05-08 07:50:37,,,,2010-03-31 07:46:16,,,,2010-03-31 11:00:57,,2010-03-31 10:51:30,,
Case 4497,2010-05-11 13:43:40,2010-06-11 13:50:25,,,,,,,,2010-05-25 11:20:29,,2010-05-25 10:28:52,,
Case 4498,2012-01-27 10:26:59,2012-03-17 14:20:49,,,,,,,,2012-02-14 14:41:47,,2012-02-02 09:45:25,,2012-02-10 10:54:06
Case 4499,2010-12-27 13:46:04,2011-02-10 09:06:54,,,,,,,,2011-01-26 09:06:41,,2011-01-21 14:32:04,,
Case 45,2012-01-20 14:08:14,2012-03-17 10:41:18,,,,,,,,2012-03-02 10:40:59,,2012-01-25 11:46:19,,
Case 450,2010-10-07 15:56:55,2010-11-20 17:00:35,,,,,,,,2010-10-08 08:44:11,,2010-10-07 15:57:26,,
Case 4500,2010-09-20 15:58:57,2010-10-21 16:00:45,,,,,,,,2010-09-22 07:44:01,,2010-09-22 07:43:46,,
Case 4502,2011-04-19 09:07:12,2011-06-10 09:10:28,,,,,,,,2011-04-19 12:58:39,,2011-04-19 09:07:42,,
Case 4503,2011-05-20 08:49:52,2011-06-22 09:30:25,,,,,,,,2011-05-30 13:20:38,,2011-05-20 08:53:45,,2011-05-20 12:32:08
Case 4504,2011-05-27 13:05:23,2011-07-14 13:10:31,,,,,,,,2011-05-30 10:10:26,,2011-05-27 13:05:49,,
Case 4505,2010-01-29 10:14:43,2010-03-03 10:20:47,,,,,,,,2010-01-29 10:15:02,,2010-01-29 10:14:56,,
Case 4506,2013-10-30 10:50:06,2013-12-03 08:10:16,,,,,,,,2013-11-18 08:09:59,,2013-10-31 14:49:30,,2013-11-04 16:06:50
Case 4507,2010-03-29 13:38:36,2010-05-14 13:00:41,,,,2010-03-29 12:50:18,,,,2010-03-29 16:29:55,,2010-03-29 15:42:27,,
Case 4508,2012-04-04 09:39:57,2012-06-02 09:40:36,,,,,,,,2012-04-04 13:06:48,,2012-04-04 12:39:31,,
Case 4509,2011-09-16 07:35:57,2011-11-05 08:40:22,,,,,,,,2011-09-16 09:20:11,,2011-09-16 09:03:22,,
Case 451,2011-07-08 14:17:10,2011-08-21 14:20:33,,,,,,,,2011-07-13 12:29:32,,2011-07-13 12:27:47,,
Case 4510,2010-09-20 12:59:33,2010-11-03 14:00:30,,,,,,,,2010-09-20 14:03:46,,2010-09-20 14:03:37,,
Case 4511,2013-11-13 13:40:36,2014-01-02 08:32:07,,,,,,2013-11-21 13:08:17,,2013-12-18 08:31:51,,2013-11-21 09:31:08,,
Case 4512,2011-11-03 14:18:03,2011-12-23 10:50:25,,,,,,,,2011-11-08 11:51:28,,,,2011-11-04 15:30:03
Case 4514,2010-09-15 10:52:41,2010-10-31 14:50:48,,,,,,,,2010-09-16 15:39:30,,2010-09-16 09:04:46,,2010-09-16 09:06:45
Case 4515,2012-05-10 10:02:57,2012-06-12 10:10:34,,,,,,,,2012-05-10 10:18:16,,2012-05-10 10:03:06,,
Case 4516,2011-06-16 13:11:20,2011-07-19 13:20:38,,,,,,,,2011-06-16 13:17:04,,2011-06-16 13:11:33,,
Case 4517,2011-08-22 07:52:03,2011-10-05 08:00:49,,,,,,,,2011-08-23 09:19:56,,2011-08-22 07:52:12,,
Case 4518,2011-10-12 09:02:12,2011-12-08 09:50:37,,,,,,,,2011-10-27 08:41:26,,2011-10-14 12:44:09,,2011-10-18 09:06:10
Case 4519,2011-05-25 15:56:19,2011-07-14 15:10:21,2011-06-14 12:36:36,,,,,,,2011-06-14 15:07:39,,2011-05-25 15:56:45,,2011-06-10 14:03:46
Case 452,2010-11-30 17:09:16,2011-01-01 17:00:34,,,,,,,,2010-12-06 16:31:43,,2010-12-06 08:08:44,,
Case 4520,2010-11-29 13:49:51,2010-12-31 13:50:38,,,,,,,,2010-11-30 14:09:23,,2010-11-29 16:55:13,,
Case 4521,2011-04-19 14:08:37,2011-06-04 14:10:25,,,,,,,,2011-04-19 15:01:41,,2011-04-19 15:00:39,,
Case 4522,2012-07-27 13:15:57,2012-09-05 15:20:42,,,,,,,,2012-08-03 15:41:11,,2012-07-31 12:09:22,,2012-08-03 13:42:46
Case 4523,2010-12-23 10:15:45,2011-02-05 10:20:29,,,,,,,,2010-12-29 09:21:03,,2010-12-29 09:19:43,,
Case 4524,2010-06-22 09:12:01,2010-08-05 09:20:24,,,,,,,,2010-06-22 09:17:54,,2010-06-22 09:15:30,,
Case 4525,2011-01-05 15:46:10,2011-03-05 15:50:32,,,,,,,,2011-01-13 16:43:03,,2011-01-13 16:39:32,,
Case 4526,2012-07-23 07:00:05,2012-09-07 07:10:40,,,,,,,,2012-07-31 08:40:08,,2012-07-23 10:21:13,,
Case 4527,2012-02-15 09:14:20,2012-03-24 09:20:32,,,,,,,,2012-02-15 09:15:47,,,,
Case 4528,2011-11-18 13:33:44,2012-01-01 13:40:38,,,,,,,,2011-11-18 14:35:55,,,,2011-11-21 10:42:07
Case 4529,2011-04-21 13:31:13,2011-05-24 13:40:25,,,,,,,,2011-04-26 14:22:32,,2011-04-21 13:33:02,,
Case 453,2012-05-23 07:56:57,2012-06-27 08:01:06,,,,,,,,2012-05-25 12:31:15,,2012-05-23 07:57:05,,
Case 4530,2013-05-03 14:30:03,2013-06-05 07:07:29,,,,,,,,2013-05-21 07:07:07,,,,
Case 4532,2013-05-17 12:17:46,2013-06-20 11:03:02,,,,,,,,2013-06-05 11:02:43,,,,
Case 4533,2012-07-18 10:29:48,2012-09-02 10:30:17,,,,,,,,2012-07-18 13:17:22,,2012-07-18 13:16:28,,
Case 4534,2011-09-12 08:26:28,2011-10-20 08:30:08,,,,,,,,2011-09-12 17:04:15,,2011-09-12 09:11:47,,
Case 4535,2012-12-20 16:39:59,2013-01-22 11:22:55,,,,,,,,2013-01-07 11:22:37,,2013-01-07 08:12:28,,
Case 4536,2011-07-06 10:04:33,2011-08-06 10:10:22,,,,,,,,2011-07-07 08:27:35,,,,
Case 4537,2013-08-09 08:25:24,2013-09-10 09:50:25,,,,,,,,2013-08-26 09:50:05,,2013-08-26 09:03:17,,
Case 4538,2012-02-10 15:14:48,2012-03-14 12:20:15,,,,,,,,2012-02-28 12:20:01,,2012-02-13 08:08:00,,
Case 4539,2010-01-14 09:10:48,2010-03-06 09:26:32,,,,,,,,2010-01-20 09:26:05,,2010-01-20 09:15:20,,
Case 454,2011-11-08 15:52:09,2011-12-09 16:01:08,,,,,,,,2011-11-08 16:20:00,,2011-11-08 15:52:23,,
Case 4540,2011-01-21 14:01:30,2011-03-06 14:11:02,,,,,,,,2011-01-26 09:52:05,,2011-01-24 09:36:07,,
Case 4541,2012-02-10 14:32:25,2012-03-14 14:40:35,,,,,,,,2012-02-15 14:22:40,,2012-02-15 11:29:00,,
Case 4542,2012-06-08 12:10:27,2012-07-11 12:20:47,,,,,,,,2012-06-26 07:40:00,,2012-06-15 15:19:48,,
Case 4543,2011-01-11 10:42:26,2011-02-11 10:50:20,,,,,,,,2011-01-21 15:23:44,,2011-01-11 11:16:26,,
Case 4545,2012-03-29 13:55:12,2012-05-27 08:00:23,,,,,,,,2012-04-20 13:23:29,,2012-03-29 13:55:42,,2012-04-10 09:28:01
Case 4546,2012-01-26 16:53:54,2012-02-28 17:00:18,,,,,,,,2012-01-27 08:35:02,,,,
Case 4547,2012-07-18 15:08:39,2012-09-02 15:10:47,,,,,,,,2012-07-23 10:10:59,,2012-07-18 15:10:24,,
Case 4548,2011-01-11 16:49:26,2011-02-11 16:50:26,,,,,,,,2011-01-13 13:42:11,,2011-01-12 08:10:04,,
Case 4549,2011-10-05 10:15:43,2011-11-20 11:27:14,,,,,,,,2011-10-07 15:14:52,,2011-10-07 12:38:54,,
Case 455,2010-07-01 08:33:32,2010-08-05 08:23:24,,,,,,,,2010-07-21 08:23:11,,2010-07-12 09:25:59,,2010-07-14 14:04:12
Case 4550,2011-10-28 10:58:43,2011-12-11 12:00:33,,,,,,,,2011-11-04 08:38:52,,2011-10-31 15:40:46,,
Case 4551,2012-06-08 07:10:00,2012-07-19 10:30:26,,,,,,,,2012-06-13 15:19:50,,2012-06-08 07:10:17,,2012-06-12 10:59:55
Case 4552,2012-01-09 13:27:05,2012-02-09 13:30:46,,,,,,,,2012-01-23 13:29:16,,2012-01-20 18:28:06,,
Case 4553,2011-12-30 08:51:21,2012-02-16 09:00:36,,,,,,,,2011-12-30 09:24:52,,2011-12-30 09:23:53,,
Case 4554,2012-06-20 07:58:24,2012-07-24 08:40:16,,,,,,,,2012-06-26 10:31:12,,2012-06-20 15:13:24,,2012-06-25 09:55:10
Case 4555,2012-04-12 15:57:01,2012-05-26 16:00:45,,,,,,,,2012-04-13 07:54:34,,2012-04-13 07:19:06,,
Case 4556,2012-05-21 15:31:36,2012-06-28 15:41:08,,,,,,,,2012-05-22 07:27:36,,2012-05-21 15:31:58,,
Case 4557,2012-06-26 07:01:34,2012-07-27 07:10:52,,,,,,,,2012-07-03 08:04:59,,2012-07-03 07:45:32,,
Case 4558,2012-10-18 13:36:34,2012-11-24 11:05:16,,,,,,,,2012-11-09 11:04:54,,2012-10-19 09:32:46,,2012-11-05 09:59:59
Case 4559,2012-03-14 10:48:38,2012-04-29 09:51:34,,,,,,,,2012-03-14 11:17:02,,2012-03-14 10:50:36,,
Case 456,2013-04-19 14:03:02,2013-06-15 13:36:44,,,,,,,,2013-05-31 13:36:30,,2013-05-30 15:11:41,,
Case 4560,2012-05-11 12:07:38,2012-06-30 08:16:01,,,,,,,,2012-05-31 08:15:29,,2012-05-11 12:08:40,,
Case 4561,2010-09-03 15:49:04,2010-10-06 07:52:39,,,,,,,,2010-09-21 07:52:18,,2010-09-03 15:49:19,,2010-09-03 15:50:08
Case 4562,2012-01-17 11:12:49,2012-02-25 14:02:07,,,,,,,,2012-02-10 14:01:52,,2012-01-17 11:13:09,,
Case 4563,2013-09-19 13:51:23,2013-11-02 16:14:57,,,,,,,,2013-10-18 15:14:36,,2013-10-01 12:31:36,,2013-10-07 07:18:35
Case 4564,2010-04-09 15:09:04,2010-06-01 15:08:06,,,,,,,,2010-05-17 15:07:49,,2010-05-12 13:24:44,,2010-05-12 13:24:51
Case 4565,2011-07-13 09:49:35,2011-08-13 09:50:28,,,,2011-07-13 09:48:50,,,,2011-07-13 10:55:27,,2011-07-13 09:52:31,,
Case 4566,2012-03-30 09:09:55,2012-05-02 09:10:24,,,,,,,,2012-04-12 09:53:04,,2012-03-30 09:29:27,,
Case 4567,2012-01-19 11:18:39,2012-03-06 10:40:25,,,,,,,,2012-02-13 09:00:09,,2012-01-25 10:56:28,,2012-01-30 09:22:53
Case 4568,2011-09-16 09:12:06,2011-10-26 09:20:30,,,,,,,,2011-09-23 09:21:56,,2011-09-21 07:13:14,,
Case 4569,2011-05-10 09:42:08,2011-07-02 14:00:21,,,,,,,,2011-06-03 12:53:23,,2011-05-10 09:42:57,,2011-05-12 08:49:06
Case 457,2011-12-07 11:31:32,2012-01-07 11:40:36,,,,,,,,2011-12-07 17:02:54,,2011-12-07 11:41:28,,
Case 4570,2012-04-10 10:47:37,2012-05-11 10:50:14,,,,,,,,2012-04-11 07:32:15,,2012-04-10 10:47:47,,
Case 4571,2011-02-18 15:52:46,2011-04-03 15:02:01,,,,,,,,2011-02-18 16:24:58,,2011-02-18 15:54:04,,
Case 4572,2011-11-17 16:09:50,2011-12-20 16:10:28,,,,,,,,2011-11-29 09:47:42,,2011-11-21 11:19:59,,
Case 4573,2010-11-26 10:23:53,2010-12-28 10:30:32,,,,,,,,2010-12-06 13:11:45,,2010-11-26 10:24:22,,2010-11-26 16:26:37
Case 4574,2011-02-03 13:21:44,2011-04-03 12:30:31,,,,,,,,2011-02-04 08:27:08,,2011-02-03 13:22:06,,
Case 4575,2013-03-06 14:38:46,2013-04-06 11:02:15,,,,,,,,2013-03-22 12:01:57,,2013-03-21 13:38:08,,2013-03-21 14:09:32
Case 4576,2012-02-14 10:21:51,2012-03-16 10:30:16,,,,,,,,2012-02-14 11:32:51,,2012-02-14 10:22:10,,
Case 4577,2010-03-24 15:28:51,2010-05-13 09:30:29,,,,,,,,2010-04-13 09:30:12,,2010-04-13 09:30:07,,
Case 4578,2011-12-28 13:21:10,2012-01-28 13:30:15,,,,,,,,2011-12-28 13:23:28,,,,
Case 4579,2010-07-26 10:02:35,2010-09-02 10:11:00,,,,,,,,2010-07-26 13:32:11,,2010-07-26 13:31:59,,
Case 458,2012-07-20 10:19:26,2012-09-12 10:19:25,,,,,,,,2012-08-28 10:19:09,,2012-07-26 15:34:07,,
Case 459,2011-10-05 08:52:36,2011-11-20 10:00:27,,,,,,,,2011-10-18 15:36:27,,2011-10-18 09:24:51,,
Case 46,2012-11-14 14:33:17,2012-12-29 14:21:03,,,,,,,,2012-12-14 14:20:49,,2012-11-15 13:33:28,,2012-11-16 11:37:21
Case 460,2011-02-25 16:54:09,2011-04-01 16:00:29,,,,,,,,2011-02-28 12:01:29,,2011-02-28 11:00:58,,
Case 461,2012-03-28 09:02:20,2012-05-02 10:01:40,,,,,,,,2012-04-16 08:48:18,,2012-03-28 09:49:03,,2012-03-30 07:52:33
Case 462,2012-05-15 08:39:10,2012-06-16 12:07:48,,,,,,2012-05-15 15:46:35,,2012-06-01 12:07:34,,2012-05-15 08:39:18,,
Case 463,2011-11-10 09:20:49,2011-12-28 16:45:31,,,,,,,,2011-12-13 16:45:19,,2011-11-10 09:21:08,,
Case 464,2011-10-07 08:30:01,2011-11-09 09:40:28,,,,,,,,2011-10-14 08:03:04,,2011-10-07 14:08:34,,
Case 465,2011-06-30 15:05:37,2011-08-02 15:10:24,,,,,,,,2011-07-05 12:14:52,,2011-07-05 10:38:12,,
Case 466,2012-06-15 14:58:32,2012-07-18 15:00:37,,,,,,,,2012-06-18 10:34:55,,2012-06-15 15:35:08,,
Case 467,2013-08-30 15:22:29,2013-10-19 15:03:53,,,,,,2013-09-30 10:41:33,,2013-10-04 15:03:32,,2013-09-10 10:02:15,,2013-09-17 07:29:12
Case 468,2011-02-02 14:17:34,2011-03-31 07:40:56,,,,,,,,2011-02-17 09:18:39,,2011-02-04 14:48:04,,2011-02-08 14:55:03
Case 469,2010-05-03 11:18:49,2010-06-16 11:00:37,,,,,,,,2010-05-03 12:15:12,,2010-05-03 11:20:03,,2010-05-03 11:29:31
Case 47,2011-05-25 09:48:18,2011-07-01 09:50:37,,,,,,,,2011-05-30 15:04:34,,2011-05-25 09:48:43,,
Case 470,2013-08-02 14:10:16,2013-09-27 09:58:40,,,,,,,,2013-09-12 09:58:26,,2013-08-16 09:17:37,,2013-08-20 09:27:37
Case 471,2011-05-24 08:27:52,2011-07-01 07:50:37,,,,,,,,2011-06-03 13:21:36,,2011-05-24 08:28:14,,2011-05-27 14:02:35
Case 472,2012-07-23 14:02:04,2012-09-11 15:52:24,,,,,,,,2012-08-27 15:52:11,,2012-07-23 15:04:26,,
Case 473,2011-01-17 10:10:54,2011-03-15 09:40:57,,,,,,,,2011-02-28 09:40:39,,2011-01-20 11:01:42,,
Case 474,2013-10-10 15:46:50,2013-11-28 15:54:28,,,,,,,,2013-11-13 15:54:10,,2013-10-17 07:07:18,,2013-10-31 15:09:21
Case 475,2011-04-13 14:43:16,2011-06-11 14:52:37,,,,,,,,2011-04-14 13:56:33,,2011-04-13 14:44:19,,
Case 476,2011-03-22 15:31:44,2011-04-22 15:41:57,,,,,,,,2011-04-07 15:41:49,,2011-04-01 14:42:31,,2011-04-01 14:42:38
Case 477,2012-01-04 08:34:18,2012-02-11 08:40:36,,,,,,,,2012-01-04 09:17:14,,2012-01-04 08:34:29,,
Case 478,2012-09-20 14:10:58,2012-10-27 08:57:32,,,,,,,,2012-10-12 08:57:20,,2012-09-21 13:52:10,,2012-09-27 07:37:43
Case 479,2012-05-15 15:30:10,2012-06-15 15:41:31,,,,,,,,2012-05-16 07:06:18,,,,
Case 48,2010-12-02 14:07:33,2011-01-01 14:08:51,,,,2010-12-01 13:42:59,,,,2010-12-02 14:08:33,,2010-12-02 14:07:41,,
Case 480,2012-11-16 15:18:49,2012-12-18 08:54:06,,,,,,,,2012-12-03 08:53:51,,2012-11-30 16:15:38,,
Case 481,2011-08-31 14:09:49,2011-10-01 14:10:35,,,,,,,,2011-09-02 07:18:38,,2011-09-01 14:52:37,,
Case 482,2012-07-27 14:35:58,2012-09-02 14:40:27,,,,,,,,2012-07-30 08:24:22,,,,
Case 483,2012-08-08 07:26:16,2012-09-08 13:30:02,,,,,,,,2012-08-09 13:29:31,,2012-08-08 08:00:42,,
Case 484,2013-04-29 10:11:30,2013-06-01 07:17:56,,,,,,,,2013-05-17 07:17:38,,2013-05-14 07:10:59,,2013-05-14 14:01:26
Case 485,2011-07-01 10:24:56,2011-08-03 10:30:46,,,,,,,,2011-07-04 10:43:18,,2011-07-04 09:02:11,,
Case 486,2011-09-26 12:50:47,2011-11-09 14:01:25,,,,,,,,2011-09-26 12:57:39,,2011-09-26 12:51:45,,
Case 487,2013-01-21 15:46:20,2013-03-07 11:41:39,,,,,,,,2013-02-20 11:41:26,,2013-02-07 13:31:23,,
Case 488,2011-09-20 07:40:54,2011-11-05 08:50:27,,,,,,,,2011-09-27 15:12:04,,2011-09-26 13:33:44,,
Case 489,2011-03-24 14:41:51,2011-04-28 13:50:37,,,,,,,,2011-03-25 09:19:15,,2011-03-24 14:42:08,,
Case 49,2011-11-25 14:33:54,2012-01-07 16:20:26,,,,,,,,2011-12-02 16:25:57,,2011-11-25 14:47:48,,2011-11-29 14:47:35
Case 490,2011-07-11 13:49:19,2011-08-13 13:50:59,,,,,,,,2011-07-12 08:16:03,,2011-07-12 07:52:08,,
Case 491,2012-04-12 15:45:56,2012-05-30 10:00:36,,,,,,,,2012-05-14 14:53:25,,2012-04-16 07:07:02,,2012-04-20 10:41:40
Case 492,2012-05-30 15:38:32,2012-07-13 15:41:45,,,,,,,,2012-05-31 13:28:36,,2012-05-31 06:59:24,,
Case 493,2011-12-22 16:48:48,2012-02-04 16:50:24,,,,,,,,2011-12-29 08:36:13,,2011-12-27 08:30:02,,
